Airline,Origin,Destination,Date,Departure Time,Arrival Time,Cabin Class,Flight Duration (hrs),Price (USD)
Delta,YYZ,DFW,2024-09-13,00:36,17:20,Economy,9.86,1125.46
Lufthansa,ATL,ORD,2024-09-14,15:06,14:17,Economy,6.36,2191.54
Delta,MUC,YVR,2024-09-16,17:28,18:29,First,4.29,2780.02
Lufthansa,MUC,YVR,2024-09-16,21:08,04:44,Business,5.12,1705.61
Lufthansa,ATL,YVR,2024-09-16,11:11,05:04,Business,10.02,2091.45
Air Canada,FRA,DFW,2024-09-13,22:13,08:03,Economy,4.36,1117.82
Lufthansa,MUC,ORD,2024-09-16,16:36,04:44,Economy,5.75,2128.96
Air Canada,LAX,JFK,2024-09-17,23:15,11:46,First,4.21,3935.09
American Airlines,ATL,FRA,2024-09-15,12:49,20:57,Business,10.0,3831.81
United,SFO,LAX,2024-09-12,11:56,12:05,Economy,5.81,1302.62
Air Canada,LAX,ORD,2024-09-14,19:45,09:44,Economy,3.95,279.34
United,FRA,JFK,2024-09-17,14:11,13:25,First,1.35,5060.66
American Airlines,FRA,SFO,2024-09-13,08:24,20:33,First,6.51,554.48
Air Canada,MUC,ORD,2024-09-16,13:58,17:52,Economy,9.49,543.13
United,MUC,YYZ,2024-09-18,10:35,03:55,Economy,7.24,1673.4
American Airlines,MUC,DFW,2024-09-15,20:31,06:46,First,11.07,948.07
Lufthansa,MUC,FRA,2024-09-15,11:58,07:09,First,1.58,3379.67
United,JFK,MUC,2024-09-16,17:41,02:15,First,6.65,1173.86
American Airlines,YVR,ATL,2024-09-12,10:48,07:06,Economy,5.88,587.67
Lufthansa,DFW,FRA,2024-09-13,20:14,14:44,Economy,8.4,753.34
Lufthansa,SFO,YVR,2024-09-14,03:21,06:32,First,9.02,3511.28
American Airlines,ORD,MUC,2024-09-15,16:10,08:43,Economy,11.9,681.73
Air Canada,JFK,YVR,2024-09-12,13:56,14:19,First,1.72,3825.48
United,FRA,SFO,2024-09-13,13:34,00:18,Economy,3.26,1545.17
American Airlines,ATL,DFW,2024-09-15,19:53,00:04,First,7.88,3620.21
Air Canada,ATL,DFW,2024-09-13,02:37,17:11,Business,6.41,1495.96
Delta,YVR,LAX,2024-09-13,05:07,11:09,First,4.04,330.02
Delta,YVR,MUC,2024-09-17,15:31,06:06,First,7.16,4747.93
Lufthansa,ORD,YVR,2024-09-13,06:55,13:49,Business,6.72,3564.0
Air Canada,SFO,LAX,2024-09-12,07:23,19:31,First,9.81,3421.48
United,YYZ,LAX,2024-09-16,22:38,02:17,First,10.9,5247.95
American Airlines,FRA,YYZ,2024-09-15,14:02,16:15,Economy,5.54,1206.24
Lufthansa,DFW,YVR,2024-09-13,08:46,20:24,First,3.25,1166.65
American Airlines,MUC,ATL,2024-09-16,01:07,18:51,Business,2.84,3653.49
United,LAX,YVR,2024-09-12,18:08,01:19,Economy,2.22,516.99
United,YYZ,ATL,2024-09-13,13:30,02:04,Business,6.95,507.24
American Airlines,JFK,YVR,2024-09-14,18:44,16:20,First,5.89,5365.32
Air Canada,LAX,YVR,2024-09-16,09:35,10:18,First,7.43,5787.41
United,DFW,LAX,2024-09-16,05:11,11:28,First,1.83,5484.49
United,YVR,FRA,2024-09-18,23:26,22:50,First,8.55,3776.18
Air Canada,ATL,YYZ,2024-09-13,22:46,03:50,First,10.27,2391.77
American Airlines,YVR,ORD,2024-09-14,10:37,00:20,Business,7.56,1044.85
Lufthansa,DFW,JFK,2024-09-12,15:58,14:14,Business,10.99,720.48
Delta,ATL,YYZ,2024-09-13,06:50,09:33,First,1.8,2626.25
Air Canada,YYZ,YVR,2024-09-15,12:50,14:27,First,9.3,1684.4
Delta,DFW,FRA,2024-09-15,14:21,05:59,Business,10.13,4265.26
American Airlines,SFO,YVR,2024-09-18,14:40,13:20,Economy,5.49,1819.18
American Airlines,YVR,MUC,2024-09-14,19:38,05:38,First,11.75,516.61
American Airlines,MUC,YYZ,2024-09-16,02:40,16:59,Economy,9.6,1348.6
Delta,FRA,MUC,2024-09-17,16:43,15:52,Economy,7.41,1507.02
American Airlines,YYZ,DFW,2024-09-14,20:45,16:58,Business,9.89,2069.25
Lufthansa,LAX,ATL,2024-09-12,18:31,02:17,Business,3.58,3120.11
Air Canada,DFW,FRA,2024-09-13,23:03,09:53,Business,6.73,2972.14
Air Canada,JFK,MUC,2024-09-12,01:37,18:22,First,3.37,1205.57
United,LAX,JFK,2024-09-14,16:38,13:46,Economy,3.96,185.08
American Airlines,FRA,YVR,2024-09-14,15:18,05:44,Economy,7.46,1950.82
Delta,YVR,LAX,2024-09-14,16:39,21:34,Economy,5.94,1497.37
American Airlines,ORD,MUC,2024-09-13,11:34,14:24,Business,8.14,2295.67
Delta,ORD,YYZ,2024-09-17,17:28,11:09,Business,2.12,1390.01
Delta,YYZ,LAX,2024-09-16,13:56,18:54,Business,9.26,1929.2
American Airlines,YYZ,YVR,2024-09-17,04:11,13:11,Business,11.07,2412.65
United,ATL,DFW,2024-09-17,14:16,21:33,Business,10.54,2428.28
Air Canada,ORD,YVR,2024-09-13,14:02,12:31,Economy,4.16,1448.95
Air Canada,MUC,ORD,2024-09-16,12:05,22:57,Business,6.62,1709.68
Air Canada,DFW,LAX,2024-09-15,02:48,14:00,Business,11.54,1000.67
American Airlines,LAX,YVR,2024-09-15,11:43,19:21,First,9.07,3279.75
United,ATL,DFW,2024-09-13,12:02,00:56,Business,10.39,2931.64
American Airlines,SFO,ATL,2024-09-13,13:03,09:29,Business,11.87,3389.85
Lufthansa,MUC,YYZ,2024-09-13,19:00,09:45,Business,8.59,3001.75
Lufthansa,LAX,ORD,2024-09-17,22:41,10:28,Economy,9.94,1360.97
Lufthansa,DFW,MUC,2024-09-15,07:42,02:11,Business,5.24,625.5
United,YVR,ORD,2024-09-15,11:05,13:22,Business,10.68,2987.75
American Airlines,YVR,SFO,2024-09-13,06:27,17:53,Business,2.74,990.07
Lufthansa,SFO,JFK,2024-09-16,19:00,10:05,Economy,3.17,408.29
Delta,MUC,ORD,2024-09-12,04:21,13:25,Business,4.35,1942.28
Lufthansa,MUC,FRA,2024-09-16,19:23,16:09,Economy,8.1,1651.83
American Airlines,MUC,LAX,2024-09-16,14:35,02:45,Economy,8.99,1346.71
American Airlines,MUC,YVR,2024-09-12,02:12,11:33,First,1.08,5836.9
American Airlines,YVR,FRA,2024-09-13,22:24,16:26,Business,5.84,916.79
United,YVR,YYZ,2024-09-16,06:51,03:30,Business,1.68,3607.55
American Airlines,ORD,DFW,2024-09-15,01:11,04:02,Business,8.65,3680.03
American Airlines,YVR,DFW,2024-09-18,23:14,20:05,First,10.16,1636.52
Lufthansa,LAX,ORD,2024-09-18,06:52,20:31,Economy,5.25,1495.62
Air Canada,DFW,JFK,2024-09-13,10:53,10:38,Economy,3.92,1047.33
Delta,YVR,JFK,2024-09-16,21:44,07:26,Business,10.39,256.85
Delta,ORD,YVR,2024-09-13,02:21,00:54,Economy,10.91,1153.97
Delta,FRA,SFO,2024-09-18,19:07,12:42,Economy,4.74,1115.34
Lufthansa,YVR,ORD,2024-09-14,23:12,04:27,Economy,6.47,305.85
American Airlines,SFO,ATL,2024-09-15,19:39,18:32,Business,3.8,3062.85
American Airlines,ORD,LAX,2024-09-15,06:11,11:28,Business,3.24,3934.83
American Airlines,SFO,DFW,2024-09-13,03:54,01:37,Business,3.62,1247.78
Air Canada,SFO,DFW,2024-09-13,00:41,07:52,First,9.09,5497.86
American Airlines,ORD,YYZ,2024-09-12,03:40,18:19,Business,2.03,275.3
Delta,FRA,YVR,2024-09-13,20:14,19:36,Business,4.66,3707.67
American Airlines,LAX,SFO,2024-09-16,21:26,10:22,Business,1.26,3005.82
American Airlines,ATL,LAX,2024-09-15,09:16,01:11,Business,8.88,3856.45
Delta,FRA,JFK,2024-09-15,12:56,07:26,Business,8.6,1085.04
American Airlines,ATL,JFK,2024-09-15,06:41,08:04,Business,4.75,222.61
Air Canada,JFK,ATL,2024-09-17,14:42,00:57,First,10.17,2702.95
Air Canada,DFW,SFO,2024-09-18,09:20,08:11,Business,11.82,913.25
Air Canada,YYZ,YVR,2024-09-12,02:50,16:23,Business,7.86,3196.88
American Airlines,SFO,ATL,2024-09-16,07:11,15:27,Business,1.66,1387.36
Lufthansa,YVR,ATL,2024-09-12,04:55,08:08,Business,9.91,1002.1
American Airlines,YVR,YYZ,2024-09-13,06:39,17:35,Business,7.75,1992.61
Lufthansa,FRA,SFO,2024-09-12,17:55,14:41,Economy,8.99,1876.75
United,DFW,LAX,2024-09-14,02:54,23:07,First,11.61,3341.89
American Airlines,MUC,SFO,2024-09-16,08:36,12:06,Business,4.49,3554.96
American Airlines,JFK,ORD,2024-09-18,20:22,17:11,Economy,4.61,1046.13
Delta,YYZ,ATL,2024-09-13,03:37,04:17,Economy,8.02,467.59
Lufthansa,DFW,YVR,2024-09-15,16:10,03:49,Business,1.71,3121.87
Delta,LAX,SFO,2024-09-14,21:44,11:11,First,1.72,2224.1
United,ORD,MUC,2024-09-15,07:01,03:07,First,1.87,3169.29
Lufthansa,JFK,SFO,2024-09-12,23:22,22:09,Business,4.39,3733.4
American Airlines,DFW,YYZ,2024-09-17,05:31,12:57,Economy,4.73,700.94
Delta,FRA,MUC,2024-09-15,19:47,23:58,First,7.53,5019.52
American Airlines,FRA,DFW,2024-09-12,02:28,09:14,Business,6.1,3671.97
American Airlines,FRA,YVR,2024-09-18,22:41,23:04,First,3.04,2843.4
American Airlines,YYZ,SFO,2024-09-17,04:38,04:46,First,8.36,3822.92
Air Canada,JFK,ORD,2024-09-17,06:06,10:09,Economy,7.52,354.09
Lufthansa,YYZ,ATL,2024-09-14,08:57,22:06,Business,11.39,2479.97
Air Canada,FRA,LAX,2024-09-13,19:40,09:39,First,8.8,3661.57
Lufthansa,JFK,FRA,2024-09-14,19:44,18:08,Economy,8.95,728.24
Lufthansa,JFK,MUC,2024-09-12,20:16,14:43,First,9.38,2274.86
Delta,YVR,FRA,2024-09-17,18:03,19:30,Economy,8.05,1382.3
Air Canada,DFW,FRA,2024-09-17,13:24,16:57,First,11.72,5136.09
United,SFO,FRA,2024-09-12,11:31,19:00,First,2.43,1998.02
Delta,FRA,MUC,2024-09-15,15:39,01:02,Economy,10.11,1592.4
Lufthansa,YVR,DFW,2024-09-13,14:12,23:12,Economy,6.56,1247.83
Lufthansa,YYZ,JFK,2024-09-14,14:35,09:48,Economy,8.98,905.21
Delta,JFK,ORD,2024-09-13,19:45,15:23,Business,8.12,4044.41
Lufthansa,YVR,JFK,2024-09-16,08:54,11:09,First,4.6,1691.35
American Airlines,FRA,DFW,2024-09-15,23:05,19:32,Business,4.71,3500.53
Air Canada,YYZ,YVR,2024-09-12,09:11,18:55,Business,5.93,2790.73
American Airlines,ATL,SFO,2024-09-18,11:30,21:03,First,9.61,1791.82
Delta,YVR,FRA,2024-09-13,16:56,12:29,First,11.07,4579.15
Air Canada,ATL,JFK,2024-09-13,16:52,17:12,Economy,5.08,1082.4
United,DFW,JFK,2024-09-17,18:52,13:55,Business,11.56,1614.78
American Airlines,DFW,SFO,2024-09-13,12:40,06:33,Economy,4.19,1865.24
American Airlines,LAX,DFW,2024-09-15,01:05,17:05,First,10.77,4935.69
Delta,FRA,JFK,2024-09-13,15:14,19:23,Business,8.34,1531.55
American Airlines,JFK,SFO,2024-09-13,11:58,07:18,First,7.69,3796.54
Lufthansa,YVR,YYZ,2024-09-12,19:15,18:13,Economy,4.78,1734.28
Air Canada,ORD,MUC,2024-09-15,10:22,18:24,Business,8.79,682.3
United,FRA,DFW,2024-09-14,22:38,01:21,First,2.36,3168.39
American Airlines,SFO,JFK,2024-09-15,19:59,04:06,First,3.06,552.06
Lufthansa,ATL,LAX,2024-09-14,04:17,20:23,Business,5.04,2951.27
Delta,SFO,FRA,2024-09-13,08:53,07:37,Economy,2.17,1515.76
Delta,YYZ,YVR,2024-09-14,12:35,10:33,Business,5.49,1759.01
United,YVR,YYZ,2024-09-17,17:59,09:10,Economy,7.6,1037.56
Lufthansa,JFK,DFW,2024-09-17,09:54,09:58,Economy,1.48,749.22
United,DFW,JFK,2024-09-15,18:43,18:14,First,10.44,4668.66
Lufthansa,YYZ,DFW,2024-09-12,04:11,19:58,First,11.43,5206.67
Lufthansa,FRA,DFW,2024-09-13,00:48,16:50,First,8.71,3447.6
Delta,YYZ,LAX,2024-09-15,17:12,02:14,Economy,11.48,789.97
American Airlines,LAX,YVR,2024-09-17,04:33,17:15,Economy,8.59,1557.45
United,YYZ,ORD,2024-09-14,13:36,13:03,Economy,4.09,149.14
Lufthansa,DFW,MUC,2024-09-12,13:16,02:06,Economy,1.12,690.08
United,ATL,FRA,2024-09-15,08:22,10:16,Business,8.02,3545.6
United,SFO,MUC,2024-09-15,20:04,04:25,Economy,1.88,971.46
Delta,ATL,ORD,2024-09-17,10:15,04:38,Economy,9.4,310.0
United,ATL,SFO,2024-09-12,19:08,15:19,Business,7.68,524.2
United,YVR,MUC,2024-09-18,02:53,09:42,First,3.13,461.0
Lufthansa,SFO,ATL,2024-09-14,08:18,15:12,Economy,5.31,1990.7
American Airlines,ATL,DFW,2024-09-13,17:39,04:49,First,11.94,524.43
American Airlines,LAX,FRA,2024-09-16,20:09,21:09,Economy,8.08,1560.12
Lufthansa,JFK,ORD,2024-09-12,22:15,13:55,Business,10.76,3059.01
American Airlines,YYZ,MUC,2024-09-15,12:46,00:48,Business,6.07,1232.59
Air Canada,LAX,SFO,2024-09-13,09:15,12:56,Economy,10.79,887.41
Air Canada,JFK,MUC,2024-09-18,11:31,03:22,Business,6.7,2631.29
American Airlines,SFO,DFW,2024-09-17,01:12,10:30,Business,3.16,648.24
American Airlines,ATL,YYZ,2024-09-14,11:31,19:15,Business,10.78,740.3
Delta,SFO,FRA,2024-09-17,04:46,18:30,Economy,5.66,553.99
American Airlines,ATL,LAX,2024-09-13,09:37,08:08,Business,7.55,2629.52
United,SFO,MUC,2024-09-18,19:36,19:16,Economy,8.81,1582.23
Air Canada,YYZ,ATL,2024-09-18,13:40,17:54,Economy,6.0,1512.08
United,MUC,LAX,2024-09-15,00:55,22:31,Business,10.81,3962.69
Lufthansa,LAX,FRA,2024-09-18,05:06,14:15,Business,6.9,2213.25
Lufthansa,MUC,ORD,2024-09-16,11:42,08:56,Economy,7.78,1278.84
Lufthansa,YVR,YYZ,2024-09-16,20:39,01:09,First,1.96,5039.68
Lufthansa,YYZ,ORD,2024-09-18,12:14,03:43,Business,10.46,970.9
United,LAX,FRA,2024-09-16,14:44,22:22,Economy,10.41,446.16
Lufthansa,MUC,YVR,2024-09-13,03:47,12:05,Economy,3.15,905.74
Delta,ORD,ATL,2024-09-16,04:13,05:24,First,11.06,1998.0
Air Canada,JFK,YVR,2024-09-18,08:36,05:07,Business,4.81,2856.07
Delta,LAX,SFO,2024-09-12,20:39,06:41,First,8.36,3868.04
Delta,FRA,DFW,2024-09-16,04:53,18:17,Economy,1.45,1697.87
Lufthansa,JFK,MUC,2024-09-17,01:59,03:56,Economy,8.53,1647.44
American Airlines,ORD,MUC,2024-09-13,18:03,21:27,First,8.59,391.79
American Airlines,YYZ,MUC,2024-09-18,15:00,18:40,Economy,9.98,1317.77
United,JFK,ATL,2024-09-13,23:51,02:23,Economy,9.11,736.8
American Airlines,JFK,ATL,2024-09-17,08:49,12:33,First,10.43,434.78
American Airlines,SFO,LAX,2024-09-15,11:36,10:41,Economy,9.29,1398.77
United,ATL,JFK,2024-09-14,06:19,03:36,Economy,4.61,1411.31
American Airlines,FRA,SFO,2024-09-16,01:06,20:47,First,4.88,4342.54
Air Canada,YVR,DFW,2024-09-18,23:45,02:22,Economy,8.85,1060.61
American Airlines,YVR,MUC,2024-09-14,08:07,22:58,First,11.16,4843.43
Air Canada,SFO,YYZ,2024-09-14,21:40,19:54,Economy,5.85,1147.08
American Airlines,YYZ,YVR,2024-09-16,23:42,20:02,First,5.41,1706.36
Delta,MUC,ATL,2024-09-15,19:47,13:49,Economy,7.98,1980.53
American Airlines,DFW,FRA,2024-09-13,08:42,21:40,Business,3.59,1078.89
United,YVR,JFK,2024-09-13,04:58,03:29,Business,1.55,2283.34
Lufthansa,SFO,FRA,2024-09-13,00:30,16:58,Economy,8.29,2176.21
Lufthansa,YVR,MUC,2024-09-12,07:44,02:53,Economy,4.31,359.79
American Airlines,ATL,FRA,2024-09-13,04:23,18:35,First,3.37,3521.26
Delta,ATL,JFK,2024-09-14,22:00,08:42,Economy,5.36,1643.31
Lufthansa,YYZ,JFK,2024-09-18,03:23,07:31,Economy,7.98,1232.48
Lufthansa,ORD,ATL,2024-09-15,17:49,01:32,Economy,3.6,891.8
Lufthansa,SFO,LAX,2024-09-14,10:46,00:39,Business,8.24,1044.33
Lufthansa,LAX,YYZ,2024-09-17,12:05,05:36,Business,5.24,2923.53
American Airlines,YVR,LAX,2024-09-14,10:47,03:45,Business,5.75,274.46
Delta,YVR,DFW,2024-09-14,17:22,02:13,Business,10.89,396.74
Lufthansa,DFW,SFO,2024-09-17,04:36,07:41,Business,4.02,1429.89
Delta,MUC,SFO,2024-09-17,19:24,14:47,Business,2.25,1925.32
Delta,MUC,ORD,2024-09-12,11:51,23:34,Economy,6.94,813.16
Air Canada,YYZ,DFW,2024-09-12,18:22,04:58,First,1.46,1404.18
Air Canada,ORD,ATL,2024-09-16,16:43,20:15,Economy,3.02,1658.4
American Airlines,DFW,MUC,2024-09-15,17:42,05:47,Economy,7.32,810.17
American Airlines,MUC,YYZ,2024-09-13,19:32,03:58,Economy,1.22,599.5
Air Canada,JFK,LAX,2024-09-17,10:53,09:57,First,3.84,1680.46
United,ATL,SFO,2024-09-14,20:44,03:32,Economy,5.56,125.76
United,ORD,FRA,2024-09-17,15:20,00:34,Economy,6.56,1574.42
Delta,YVR,JFK,2024-09-15,10:59,14:31,First,5.02,516.41
Delta,MUC,LAX,2024-09-16,02:48,23:48,First,5.07,2038.26
American Airlines,YYZ,DFW,2024-09-13,18:41,21:48,First,10.64,5344.36
Air Canada,YVR,MUC,2024-09-12,22:57,16:15,Economy,10.07,1180.97
American Airlines,DFW,ORD,2024-09-13,08:43,17:40,Business,10.71,2697.35
Air Canada,LAX,ATL,2024-09-16,14:59,18:04,Business,9.26,3494.32
American Airlines,LAX,FRA,2024-09-14,05:22,05:06,First,3.34,3654.72
Delta,YVR,LAX,2024-09-15,22:06,08:40,Business,3.79,856.24
Lufthansa,YYZ,FRA,2024-09-16,04:08,09:54,First,6.22,6536.85
United,MUC,YYZ,2024-09-14,02:33,12:17,Economy,5.03,1908.34
Lufthansa,SFO,YYZ,2024-09-14,18:14,10:42,Business,6.89,1805.87
United,ORD,FRA,2024-09-12,10:57,20:53,Economy,8.39,1254.77
United,LAX,ORD,2024-09-12,07:37,21:51,First,10.76,2265.87
Lufthansa,LAX,ATL,2024-09-13,13:41,02:57,First,8.1,6473.43
Air Canada,LAX,SFO,2024-09-12,09:44,08:04,Business,11.39,2909.38
Lufthansa,ORD,JFK,2024-09-13,16:43,09:35,First,9.4,613.48
Delta,MUC,YVR,2024-09-14,07:09,03:11,Economy,9.04,888.89
United,MUC,ORD,2024-09-15,00:29,01:12,First,1.18,4291.82
Air Canada,JFK,MUC,2024-09-18,00:43,18:03,First,8.57,4439.89
United,ATL,DFW,2024-09-12,08:24,00:44,Business,10.39,1921.3
Delta,ATL,MUC,2024-09-15,13:26,22:53,First,4.79,5209.55
Air Canada,ATL,LAX,2024-09-14,05:54,12:11,Business,3.15,585.83
American Airlines,ORD,DFW,2024-09-13,07:39,18:28,Business,3.08,3621.64
Air Canada,JFK,LAX,2024-09-16,23:06,20:06,First,3.75,5348.48
Delta,LAX,SFO,2024-09-17,20:23,07:40,Business,5.18,2091.2
American Airlines,YVR,JFK,2024-09-15,11:36,22:58,Economy,7.21,626.75
Air Canada,ORD,ATL,2024-09-14,12:42,21:35,Economy,10.47,377.83
Lufthansa,ORD,SFO,2024-09-16,18:46,09:24,Economy,11.51,2038.29
Lufthansa,LAX,YYZ,2024-09-16,06:13,17:10,First,4.54,346.62
Lufthansa,MUC,YYZ,2024-09-13,06:46,20:06,First,3.36,2577.93
American Airlines,ORD,MUC,2024-09-16,09:34,18:16,Business,9.7,3920.74
Air Canada,SFO,JFK,2024-09-12,19:08,03:40,Economy,2.15,1495.65
Air Canada,YYZ,MUC,2024-09-15,22:35,06:41,Business,5.34,1460.8
Air Canada,DFW,LAX,2024-09-17,11:25,10:42,Business,6.25,835.03
United,YVR,ATL,2024-09-12,00:31,11:47,Business,10.95,445.77
Air Canada,LAX,YYZ,2024-09-14,02:37,01:32,Business,5.31,3394.94
American Airlines,YYZ,DFW,2024-09-13,10:55,05:37,Business,10.2,3308.36
American Airlines,SFO,ORD,2024-09-17,08:40,12:57,Economy,5.75,1535.85
American Airlines,YVR,DFW,2024-09-14,23:21,05:01,Economy,5.57,1420.46
Delta,ATL,SFO,2024-09-17,13:57,08:39,Business,3.79,2611.39
Lufthansa,FRA,LAX,2024-09-17,20:42,15:17,Economy,1.27,129.92
Delta,YYZ,FRA,2024-09-12,08:00,11:54,Economy,2.08,884.88
United,FRA,DFW,2024-09-13,20:57,09:37,Economy,4.23,1844.38
Lufthansa,ATL,ORD,2024-09-18,10:34,11:10,First,5.28,2581.75
Delta,JFK,ATL,2024-09-18,23:05,14:27,Economy,4.03,1971.14
Delta,ATL,LAX,2024-09-18,19:46,18:32,Economy,8.82,2131.43
United,YVR,MUC,2024-09-13,14:04,07:48,Business,8.46,1529.18
Delta,JFK,SFO,2024-09-13,17:53,12:41,First,1.49,5151.74
United,DFW,FRA,2024-09-14,13:12,03:48,Business,11.97,562.94
American Airlines,ORD,YYZ,2024-09-14,22:05,18:17,First,3.31,1656.78
Air Canada,DFW,ATL,2024-09-14,05:37,06:16,First,10.57,2674.48
Delta,YYZ,FRA,2024-09-14,08:02,20:02,Economy,9.05,886.79
Lufthansa,YVR,SFO,2024-09-12,16:58,18:09,First,6.42,1442.43
United,FRA,MUC,2024-09-17,09:14,16:29,First,9.37,4793.95
American Airlines,YVR,YYZ,2024-09-14,20:14,21:54,Economy,8.52,122.12
Air Canada,JFK,MUC,2024-09-15,01:53,22:32,First,10.05,3748.38
Air Canada,MUC,FRA,2024-09-17,06:25,19:58,First,4.53,2864.4
Air Canada,ORD,DFW,2024-09-17,17:54,01:46,Economy,10.81,987.71
Delta,ATL,YYZ,2024-09-17,11:36,05:08,First,4.6,607.27
Delta,YYZ,JFK,2024-09-15,05:33,09:59,First,6.33,868.11
American Airlines,SFO,ATL,2024-09-13,10:36,19:20,Business,7.49,3242.37
Air Canada,JFK,DFW,2024-09-15,17:12,22:05,Economy,9.4,286.88
Delta,ORD,ATL,2024-09-16,16:48,21:42,Economy,4.8,1019.94
Delta,YYZ,SFO,2024-09-13,12:06,16:51,Business,5.77,2004.58
Delta,ORD,JFK,2024-09-13,03:36,06:12,Business,8.4,1166.32
United,ORD,SFO,2024-09-12,13:07,06:39,First,10.13,3479.5
American Airlines,DFW,YVR,2024-09-13,03:40,18:14,First,2.68,1330.91
United,SFO,ATL,2024-09-18,07:29,14:38,Economy,7.33,1532.36
United,DFW,LAX,2024-09-13,06:33,02:14,First,10.44,3735.16
American Airlines,DFW,ATL,2024-09-15,05:23,05:23,First,9.0,4486.44
Delta,FRA,YYZ,2024-09-17,06:52,10:19,Business,7.99,4086.78
American Airlines,DFW,SFO,2024-09-18,10:18,11:34,Economy,5.05,1880.64
American Airlines,FRA,LAX,2024-09-12,20:06,18:12,Business,5.44,783.07
Air Canada,YVR,ORD,2024-09-13,08:58,08:45,Economy,1.91,1963.59
United,ATL,SFO,2024-09-12,20:11,19:51,Business,3.1,3175.15
United,LAX,DFW,2024-09-13,04:34,20:33,First,11.57,3002.7
American Airlines,MUC,ATL,2024-09-16,19:32,11:39,Economy,10.93,1615.87
Lufthansa,ORD,LAX,2024-09-12,21:32,06:39,First,5.53,5065.45
Lufthansa,DFW,LAX,2024-09-15,09:06,17:00,Business,6.28,296.23
Air Canada,MUC,FRA,2024-09-14,23:01,01:05,Business,11.38,291.53
Air Canada,MUC,DFW,2024-09-15,20:13,15:50,Economy,5.01,1139.81
Lufthansa,YYZ,LAX,2024-09-15,22:31,09:14,Business,10.9,699.84
United,LAX,FRA,2024-09-17,02:41,11:15,First,4.5,4222.58
Delta,ATL,SFO,2024-09-14,20:46,13:02,First,5.94,2737.19
Lufthansa,ATL,SFO,2024-09-17,14:59,01:26,Business,7.87,1403.75
Lufthansa,ATL,YVR,2024-09-17,15:16,13:09,First,10.25,1945.6
Air Canada,SFO,MUC,2024-09-12,00:49,09:58,Business,2.66,1696.02
Delta,YYZ,ORD,2024-09-16,20:49,07:46,Economy,11.18,1808.08
Delta,YYZ,ATL,2024-09-12,01:36,15:02,First,5.93,4100.51
American Airlines,ORD,ATL,2024-09-14,08:46,20:26,First,5.0,3033.55
American Airlines,LAX,YYZ,2024-09-16,06:56,05:50,First,10.65,3412.66
United,LAX,DFW,2024-09-17,23:30,06:40,Economy,7.16,1968.53
United,SFO,JFK,2024-09-13,05:59,12:18,First,5.29,2310.79
Lufthansa,ATL,LAX,2024-09-15,13:17,06:37,Economy,4.47,810.06
United,SFO,MUC,2024-09-12,10:18,11:57,First,6.25,482.6
Delta,LAX,SFO,2024-09-12,14:54,03:23,First,9.93,6131.71
United,YVR,JFK,2024-09-15,10:06,23:04,Economy,3.94,1893.4
Air Canada,LAX,SFO,2024-09-12,23:33,01:15,Business,8.21,2230.8
United,ATL,YYZ,2024-09-14,14:32,03:14,Business,3.15,1119.35
American Airlines,YYZ,DFW,2024-09-12,10:17,19:02,Economy,6.87,1729.19
United,FRA,YVR,2024-09-17,16:20,01:44,Business,5.72,1382.74
American Airlines,ATL,SFO,2024-09-16,08:31,03:37,Business,2.78,2802.41
Air Canada,JFK,ORD,2024-09-13,12:19,02:54,Economy,4.93,1533.42
American Airlines,DFW,ATL,2024-09-17,23:30,17:58,First,10.48,3343.86
Lufthansa,FRA,ATL,2024-09-16,05:19,00:08,Economy,10.27,541.77
United,YVR,JFK,2024-09-14,12:47,22:52,First,3.64,4605.02
Lufthansa,FRA,JFK,2024-09-16,22:50,09:15,First,4.3,3419.06
Air Canada,FRA,YVR,2024-09-15,14:57,16:06,Business,1.51,2366.79
American Airlines,FRA,DFW,2024-09-18,16:17,06:42,First,10.24,3158.01
American Airlines,FRA,ORD,2024-09-15,12:30,16:28,First,9.54,1251.87
American Airlines,MUC,YVR,2024-09-18,10:49,09:36,Economy,4.59,1842.69
American Airlines,DFW,ATL,2024-09-18,04:34,10:25,Economy,7.26,271.6
Air Canada,SFO,YVR,2024-09-18,10:33,15:40,Economy,6.28,1063.77
Air Canada,ATL,LAX,2024-09-15,11:36,18:49,First,10.42,388.06
Lufthansa,MUC,DFW,2024-09-14,03:05,04:25,Economy,4.06,278.43
Delta,JFK,LAX,2024-09-14,20:50,13:32,Economy,9.81,1039.86
American Airlines,ORD,DFW,2024-09-16,06:43,02:32,First,7.9,2721.63
Lufthansa,YVR,SFO,2024-09-18,11:11,17:06,Economy,9.08,481.29
Lufthansa,ORD,MUC,2024-09-18,23:02,05:34,Business,1.73,1443.58
American Airlines,DFW,LAX,2024-09-17,12:49,05:51,Business,1.46,2709.59
Lufthansa,FRA,YYZ,2024-09-18,05:43,00:29,Business,9.65,4200.39
American Airlines,JFK,YYZ,2024-09-16,14:55,08:42,Business,6.59,1328.1
Air Canada,MUC,YYZ,2024-09-12,10:16,11:47,Business,3.82,3778.94
Air Canada,SFO,JFK,2024-09-16,16:09,17:17,First,4.61,2150.9
United,MUC,SFO,2024-09-12,09:07,22:53,First,3.42,3492.49
Lufthansa,ORD,SFO,2024-09-17,18:07,08:06,Business,6.26,2856.43
